isbn,title,author,year
425217299,An Ice Cold Grave,Charlaine Harris,2007
547959109,The Testing,Joelle Charbonneau,2013
446616427,Kitty Goes to Washington,Carrie Vaughn,2006
345507460,Welcome to the Jungle,Jim Butcher,2008
886774632,By the Sword,Mercedes Lackey,1991
374104107,Authority ,Jeff VanderMeer,2014
316013315,The Beatles: The Biography,Bob Spitz,2005
684856476,The Rum Diary,Hunter S. Thompson,1998
61284408,Stargazer,Claudia Gray,2009
375806814,Where the Red Fern Grows,Wilson Rawls,1961
425203867,R is for Ricochet,Sue Grafton,2004
030727103X,The Buried Giant,Kazuo Ishiguro,2015
1595141758,Frostbite,Richelle Mead,2008
1442426675,Finale,Becca Fitzpatrick,2012
044022912X,The Cay,Theodore Taylor,1969
143036939,The City of Falling Angels,John Berendt,2005
039925692X,Out of the Easy,Ruta Sepetys,2013
375414495,Cutting for Stone,Abraham Verghese,2009
1416524797,Angels & Demons ,Dan Brown,2000
1416548009,Memorial Day,Vince Flynn,2004
1400033411,Beloved,Toni Morrison,1987
553278746,The Postman,David Brin,1985
312577222,The Nightingale,Kristin Hannah,2015
749908904,Salvation in Death,J.D. Robb,2008
140273344,The Eagle Has Landed,Jack Higgins,1975
140294295,Sharpe's Rifles,Bernard Cornwell,1988
399244557,The Burning Bridge,John Flanagan,2005
451223292,The Mist,Stephen King,1980
312997140,The Prodigal Daughter,Jeffrey Archer,1982
8129135728,Half Girlfriend,Chetan Bhagat,2014
385738935,Fallen,Lauren Kate,2009
61142026,Stardust,Neil Gaiman,1999
758272812,Storm,Brigid Kemmerer,2012
1596431520,American Born Chinese,Gene Luen Yang,2006
316069434,The Black Box,Michael Connelly,2012
345528921,The Inn At Rose Harbor,Debbie Macomber,2012
593046358,The Crippled God,Steven Erikson,2011
812967127,The Day of the Triffids,John Wyndham,1951
1585424331,Think and Grow Rich,Napoleon Hill,1937
765326361,Words of Radiance,Brandon Sanderson,2014
1250011914,Whispers at Moonrise ,C.C. Hunter,2012
61147958,Horns,Joe Hill,2009
441018521,Magic Bleeds,Ilona Andrews,2010
2290032042,Rama II,"Arthur C. Clarke, Gentry Lee",1989
441014348,Cursor's Fury,Jim Butcher,2006
451456718,Daughter of the Blood,Anne Bishop,1998
340796170,Five Run Away Together,Enid Blyton,1944
618640150,The Lord of the Rings,J.R.R. Tolkien,1955
446522597,The Winner,David Baldacci,1997
425152898,Mind Prey,John Sandford,1995
805080511,Taran Wanderer,Lloyd Alexander,1967
62248162,The Prince,Kiera Cass,2013
184756190X,A Girl Like You,Gemma Burgess,2011
60096152,Princess in Training,Meg Cabot,2006
8756787650,Flaskepost fra P,Jussi Adler-Olsen,2009
140285601,Cat's Cradle,Kurt Vonnegut Jr.,1963
345334310,The Ship Who Sang,Anne McCaffrey,1969
374280967,The Uncommon Reader ,Alan Bennett,2007
399218858,The Very Quiet Cricket,Eric Carle,1990
803731531,The Looking Glass Wars,Frank Beddor,2004
439568331,The Haunted Mask,R.L. Stine,1993
62295896,Girl in a Band,Kim Gordon,2015
375703845,Glamorama,Bret Easton Ellis,1998
038077352X,Dreaming of You ,Lisa Kleypas,1994
451225856,"Lover Enshrined, part two",J.R. Ward,2009
345505492,The Emperor's Tomb,Steve Berry,2010
1590171993,Stoner,"John  Williams, John McGahern",1965
6498868,The Mad Ship,Robin Hobb,1999
385341970,Broken,Karin Slaughter,2010
312656262,Halo,Alexandra Adornetto,2010
749932945,Envy,Sandra Brown,1999
618346260,The Two Towers,J.R.R. Tolkien,1954
1478314605,Futures and Frosting,Tara Sivec,2012
446577898,The Inner Circle,Brad Meltzer,2011
140297995,Austerlitz,"W.G. Sebald, Anthea Bell",2001
312861877,Xenocide,Orson Scott Card,1991
765340747,The Pillars of Creation,Terry Goodkind,2001
380842939,Sacajawea,Anna Lee Waldo,1978
356508366,The Obelisk Gate,N.K. Jemisin,2016
345534182,Circling the Sun,Paula McLain,2015
670023485,Shadow of Night,Deborah Harkness,2012
743243781,Teacher Man,Frank McCourt,2005
1581344988,Don't Waste Your Life,John Piper,2003
375508325,Cosmos,Carl Sagan,1980
99297701,Hannibal,Thomas Harris,1999
045146317X,Changes,Jim Butcher,2010
140183523,Kim,"Rudyard Kipling, Edward Said",1901
1596435712,Promised,Caragh M. O'Brien,2012
553588451,Full Moon Rising,Keri Arthur,2006
159420571X,Everything I Never Told You,Celeste Ng,2014
1595143971,Across the Universe,Beth Revis,2011
307262995,Nature Girl,Carl Hiaasen,2006
312642970,Cress,Marissa Meyer,2014
743418174,Good in Bed,Jennifer Weiner,2001
067122350X,Eloise,"Kay Thompson, Hilary Knight",1955
385494246,Amsterdam,Ian McEwan,1998
071483355X,The Story of Art,E.H. Gombrich,1950
8188575704,I Too Had A Love Story,Ravinder Singh,2007
141185260,Pale Fire,Vladimir Nabokov,1962
345548515,Staked,Kevin Hearne,2016
571212921,A Beautiful Mind,Sylvia Nasar,1998
99417472,In the Night Kitchen,Maurice Sendak,1970
451466802,The Aeronaut's Windlass ,Jim Butcher,2015
054762834X,Grave Mercy,Robin LaFevers,2012
375840400,Eldest,Christopher Paolini,2005
440241022,One Shot,Lee Child,2005
307279952,A Simple Plan,Scott B. Smith,1993
743289684,Infidel,Ayaan Hirsi Ali,2006
312385188,Prayers for Sale,Sandra Dallas,1997
60774126,Bite Me If You Can,Lynsay Sands,2007
1599901676,Forest Born,Shannon Hale,2009
64472779,All-American Girl,Meg Cabot,2002
312979975,Fantasy Lover,Sherrilyn Kenyon,2002
449225151,A Place Called Freedom,Ken Follett,1995
553269216,Rainbow Valley,L.M. Montgomery,1919
525421033,If I Stay,Gayle Forman,2009
743449673,Shock Wave,Clive Cussler,1996
802120202,Alif the Unseen,G. Willow Wilson,2012
425189864,Mortal Prey,John Sandford,2002
312370830,Elle s'appelait Sarah,Tatiana de Rosnay,2007
345505697,Mystery,Jonathan Kellerman,2011
765310023,Deadhouse Gates,Steven Erikson,2000
375870415,Unspoken,Sarah Rees Brennan,2012
60890681,The Last Anniversary,Liane Moriarty,2006
399256601,The Name of the Star,Maureen Johnson,2011
1682305066,Twisted Palace,Erin Watt,2016
1841493139,The Magicians' Guild,Trudi Canavan,2001
747589372,Restless,William  Boyd,2006
553582755,One Door Away from Heaven,Dean Koontz,2001
671011375,Death du Jour,Kathy Reichs,1999
679889175,First Test,Tamora Pierce,1999
1439199353,The Boston Girl,Anita Diamant,2014
1595143068,Last Sacrifice ,Richelle Mead,2010
340863684,Tortured for Christ,Richard Wurmbrand,1940
142401765,Keeping the Moon,Sarah Dessen,1999
61779814,The Body Finder,Kimberly Derting,2010
1501100130,Finders Keepers,Stephen King,2015
1484705270,Every Last Word,Tamara Ireland Stone,2015
312864590,Crossroads of Twilight,Robert Jordan,2003
671796666,The Jordan Rules,"Sam Smith, Doug Grud",1992
446556246,WAR,Sebastian Junger,2010
330487191,A House for Mr. Biswas,V.S. Naipaul,1961
1423109600,The Pigeon Wants a Puppy!,Mo Willems,2008
345366239,The Eight,Katherine Neville,1988
439228905,Black Beauty,Anna Sewell,1877
074327041X,Protect and Defend,Vince Flynn,2007
439498821,Finding Cassie Crazy,Jaclyn Moriarty,2003
1476770387,Revival,Stephen King,2014
451230647,Twice Bitten ,Chloe Neill,2010
679732187,"Absalom, Absalom!",William Faulkner,1936
1439148503,Under the Dome,Stephen King,2009
140003065X,A Fine Balance,Rohinton Mistry,1996
044101125X,The Other Wind,Ursula K. Le Guin,2001
1416989412,"Hush, Hush",Becca Fitzpatrick,2009
765375869,Lock In,John Scalzi,2014
547576722,We the Animals,Justin Torres,2011
435233076,Death of a Salesman,Arthur Miller,1949
038572179X,Atonement,Ian McEwan,2001
399256504,Shelter,Harlan Coben,2011
525421351,Tenth Grade Bleeds,Heather Brewer,2009
1416580948,Kiss of a Demon King ,Kresley Cole,2009
61783161,Eternal Kiss of Darkness,Jeaniene Frost,2010
778313654,One Breath Away,Heather Gudenkauf,2012
1937053415,Elixir,Jennifer L. Armentrout,2012
1416905855,Chains,Laurie Halse Anderson,2008
1400041201,Heat,Bill Buford,2006
074345300X,Bare Bones,Kathy Reichs,2003
553579754,Fear Nothing ,Dean Koontz,1998
590224735,Kristy's Great Idea,Ann M. Martin,1986
345463153,The Fourth Hand,John Irving,2001
440244447,Midnight Rising,Lara Adrian,2008
1442423684,UnWholly,Neal Shusterman,2012
1612130585,Fifty Shades Darker,E.L. James,2011
374346674,Love Letters to the Dead,Ava Dellaira,2014
60888628,The Lords of the North,Bernard Cornwell,2006
553590154,Dime Store Magic,Kelley Armstrong,2004
451461525,Claimed By Shadow,Karen Chance,2007
62103733,Unraveling,Elizabeth Norris,2012
1612130291,Fifty Shades of Grey,E.L. James,2011
1416983309,Tilt,Ellen Hopkins,2012
451233328,Hard Bitten,Chloe Neill,2011
076534825X,Spin,Robert Charles Wilson,2005
1405910216,On the Island,Tracey Garvis-Graves,2011
307270742,Commencement,J. Courtney Sullivan,2009
446676438,When the Wind Blows,James Patterson,1998
000711933X,Death in the Clouds,Agatha Christie,1935
99244721,Timeline,Michael Crichton,1999
61015733,State of Fear,Michael Crichton,2004
778314189,Scent of Magic,Maria V. Snyder,2012
394758285,The Big Sleep,Raymond Chandler,1939
60519134,Savannah Blues,Mary Kay Andrews,2002
670026611,The Girl You Left Behind,Jojo Moyes,2012
571199976,Proof: A Play,David Auburn,2000
752852612,Red Harvest,Dashiell Hammett,1929
671522817,Braveheart,Randall Wallace,1995
9793210605,Hafalan Shalat Delisa,Tere Liye,2005
670076082,Froi of the Exiles,Melina Marchetta,2011
1101883073,Lilac Girls,Martha Hall Kelly,2016
1416927247,Divine Madness,Robert Muchamore,2006
074347418X,Ransom,Julie Garwood,1999
345476131,The Third Secret,Steve Berry,2005
515121495,The List,Steve Martini,1997
60727217,The Black Lyon,Jude Deveraux,1980
425182134,Hammer of the Gods,Stephen Davis,1985
61176109,Power of Art,Simon Schama,2006
345915593,The World According to Garp,John Irving,1978
162704017X,Fixed on You,Laurelin Paige,2013
380792648,Subterranean,James Rollins,1999
764224735,The Shunning,Beverly  Lewis,1997
1568650957,The Doomsday Conspiracy,Sidney Sheldon,1991
62072064,Through the Ever Night,Veronica Rossi,2013
307377040,Netherland,Joseph O'Neill,2008
425147584,Debt of Honor,Tom Clancy,1994
449214729,The Guns of Navarone,Alistair MacLean,1957
1857231384,Consider Phlebas,Iain M. Banks,1987
345519477,In Bed with a Highlander,Maya Banks,2011
618750436,The Lemonade War,Jacqueline Davies,2007
439568455,Stay Out of the Basement,R.L. Stine,1992
141439580,Emma,"Jane Austen, Fiona Stafford",1815
385733143,Small Steps,Louis Sachar,2006
375869026,Wonder,R.J. Palacio,2012
486424588,Women in Love,D.H. Lawrence,1920
553383051,Fevre Dream,George R.R. Martin,1982
156512569X,Mudbound,Hillary Jordan,2008
61573132,Bright Shiny Morning,James Frey,2008
553278029,A Great Deliverance,Elizabeth  George,1988
031237982X,Hunted,"P.C. Cast, Kristin Cast",2009
385539088,China Rich Girlfriend,Kevin Kwan,2015
1595547169,Fireproof,Eric Wilson,2008
553268929,The Great Santini,Pat Conroy,1976
451474708,Saint Anything,Sarah Dessen,2015
345459202,Big Stone Gap,Adriana Trigiani,2000
151012377,The Whistling Season,Ivan Doig,2006
1501106406,After Ever Happy,Anna Todd,2015
679744479,Written on the Body,Jeanette Winterson,1992
62026518,The Crown of Embers,Rae Carson,2012
316225932,The Burning Room,Michael Connelly,2014
544920953,Good as Gone,Amy Gentry,2016
1595541209,The Visitation,Frank E. Peretti,1999
1416505067,Seven Ancient Wonders,Matthew Reilly,2005
425137562,Silent Prey,John Sandford,1992
385339704,The Pelican Brief,John Grisham,1992
451207149,The Pillars of the Earth,Ken Follett,1989
1101990260,The Widow,Fiona Barton,2016
545284104,Abandon,Meg Cabot,2011
60872985,Next,Michael Crichton,2006
375834869,Scat,Carl Hiaasen,2009
553581554,The Killing Game,Iris Johansen,1999
684852586,The Body Snatchers,Jack Finney,1955
670024961,Mastery,Robert Greene,2012
553278002,The Icarus Agenda,Robert Ludlum,1988
345298349,Gorky Park,Martin Cruz Smith,1981
140156046,Libra ,Don DeLillo,1988
743474155,A Kingdom of Dreams ,Judith McNaught,1989
99471434,Lasher,Anne Rice,1993
590133373,Mad About Madeline,Ludwig Bemelmans,1939
374239215,Purity,Jonathan Franzen,2015
60744510,Midnight,Erin Hunter,2005
1582433542,Jesus Land : A Memoir,Julia Scheeres,2005
451159535,Coma,Robin Cook,1977
1101874937,Lab Girl,Hope Jahren,2016
752863886,The Bourne Supremacy,Robert Ludlum,1986
1743342373,Lick,Kylie Scott,2013
671023187,Term Limits,Vince Flynn,1997
140003342X,Song of Solomon,Toni Morrison,1977
1416909834,No Talking,Andrew Clements,2007
1419717014,Old School,Jeff Kinney,2015
446696110,The Guardian,Nicholas Sparks,2003
1461072514,Inescapable,Amy A. Bartol,2013
009947915X,Life & Times of Michael K.,J.M. Coetzee,1983
345419383,The Dolphins of Pern,Anne McCaffrey,1994
62024035,Divergent,Veronica Roth,2011
031623107X,You Will Know Me,Megan Abbott,2016
735221081,The Couple Next Door,Shari Lapena,2016
312424671,Small Island,Andrea Levy,2004
552151696,Digital Fortress,Dan Brown,1998
802720870,Chain Reaction,Simone Elkeles,2011
553580221,False Memory,Dean Koontz,1999
61843407,Labor Day,Joyce Maynard,2009
60525630,Rising storm,Erin Hunter,2005
312289510,The Christmas Shoes,Donna VanLiere,2001
689862229,Shiloh,Phyllis Reynolds Naylor,1991
143036432,Dark Fire,C.J. Sansom,2004
142402516,Looking for Alaska,John Green,2005
059044297X,An Itchy Day,Norman Bridwell,1963
1250052386,Lead,Kylie Scott,2014
312351623,Sugar Daddy,Lisa Kleypas,2007
380727501,Notes from a Small Island,Bill Bryson,1995
805094598,Shadow and Bone,Leigh Bardugo,2012
1416563687,The White Queen,Philippa Gregory,2009
553562738,Doomsday Book,Connie Willis,1992
60594527,Lost Horizon,James Hilton,1933
356502422,Ancillary Mercy,Ann Leckie,2015
140255087,The Snow Leopard,Peter Matthiessen,1978
142407577,Heat,Mike Lupica,2006
425098087,Zodiac,Robert Graysmith,1986
141691420X,The Soldiers of Halla,D.J. MacHale,2009
316225886,The Crossing,Michael Connelly,2015
425180964,The Bear and the Dragon,Tom Clancy,2000
1101886692,Sleeping Giants,Sylvain Neuvel,2016
312144075,The Samurai's Garden,Gail Tsukiyama,1994
770437850,Het diner,"Herman Koch, Sam Garrett",2009
312352565,A Fatal Grace,Louise Penny,2007
449214192,Centennial,James A. Michener,1974
345338545,Follow the River,James Alexander Thom,1981
1619636077,Empire of Storms,Sarah J. Maas,2016
515135062,Three Fates,Nora Roberts,2002
786942460,The Crystal Shard,R.A. Salvatore,1988
006221635X,How to Love,Katie Cotugno,2013
553804685,Red Seas Under Red Skies,Scott Lynch,2007
618001905,King Leopold's Ghost,Adam Hochschild,1998
1402784031,Tiger's Curse,Colleen Houck,2011
1400031001,Any Human Heart,William  Boyd,2002
679743626,O Pioneers!,Willa Cather,1913
61720771,The Return: Nightfall,L.J. Smith,2009
1622660757,Origin,Jennifer L. Armentrout,2013
1476706123,Red Sparrow,Jason  Matthews,2013
743289412,Lisey's Story,Stephen King,2006
671732498,A Separate Reality,Carlos Castaneda,1968
083081650X,Knowing God,J.I. Packer,1973
399157573,Dust,Patricia Cornwell,2013
1101947136,Homegoing,Yaa Gyasi,2016
61779849,Desires of the Dead,Kimberly Derting,2011
380782332,Kiss an Angel ,Susan Elizabeth Phillips,1996
1565125606,Water for Elephants,Sara Gruen,2006
1400031605,Noises Off,Michael Frayn,1982
553381695,A Clash of Kings,George R.R. Martin,1998
1416543791,The First Commandment,Brad Thor,2007
044101819X,Silver Borne,Patricia Briggs,2010
9799625726,Supernova: Akar,Dee Lestari,2002
778325504,Twenty Wishes,Debbie Macomber,2008
192750976,Ramona the Pest,Beverly Cleary,1968
142401099,The Devil's Arithmetic,Jane Yolen,1988
1416524304,Carrie,Stephen King,1974
449911608,Saint Maybe,Anne Tyler,1991
515132187,The Villa,Nora Roberts,2001
786813075,The Skin I'm In,Sharon G. Flake,1998
62110837,The Golem and the Jinni,Helene Wecker,2013
525955100,Home ,Harlan Coben,2016
60724277,I'm OK-You're OK,Thomas A. Harris,1967
1599908441,Something Like Normal,Trish Doller,2012
1250022134,A Great Reckoning,Louise Penny,2016
446607207,Tell Me Your Dreams,Sidney Sheldon,1998
316234559,Day 21,Kass Morgan,2014
345543858,Die Again,Tess Gerritsen,2014
140007780X,Einstein's Dreams,Alan Lightman,1992
593065700,The Affair,Lee Child,2011
743474163,Paradise,Judith McNaught,1991
7271212,Azincourt ,Bernard Cornwell,2008
425127583,The Mask,"Owen  West, Dean Koontz",1981
307959880,Benediction,Kent Haruf,2013
981546269,The Second Ship,Richard   Phillips,2006
62120395,The Son,Philipp Meyer,2012
99771810,American Pastoral,Philip Roth,1997
1844137872,Wall and Piece,Banksy,1988
486431681,Sult,"Knut Hamsun, George Egerton",1890
571169341,Arcadia,Tom Stoppard,1993
1477808701,Wayward,Blake Crouch,2013
553804693,The Republic of Thieves,Scott Lynch,2013
64440591,Frog and Toad All Year,Arnold Lobel,1976
671447548,Mornings on Horseback,David McCullough,1981
449912450,Arc de Triomphe,Erich Maria Remarque,1945
373210361,The Iron Knight,Julie Kagawa,2011
679724532,The Gnostic Gospels,Elaine Pagels,1979
751514624,Different Seasons,Stephen King,1982
449221512,I is for Innocent,Sue Grafton,1992
051512608X,The Reef,Nora Roberts,1998
190444248X,Drachenreiter,Cornelia Funke,1997
399244565,The Icebound Land,John Flanagan,2005
60882077,Queste,"Angie Sage, Mark Zug",2008
743496973,I Do (But I Don't),Cara Lockwood,2003
802142842,Cold Mountain,Charles Frazier,1997
446354678,Memories of Midnight,Sidney Sheldon,1990
312989768,Nantucket Nights,Elin Hilderbrand,2002
142421715,Crossed,Ally Condie,2011
61797081,The Rising,Kelley Armstrong,2013
039916443X,Concealed in Death,J.D. Robb,2014
1423101952,Hero,Perry Moore,2007
61245089,Halfway to the Grave,Jeaniene Frost,2007
1250045630,Sixth Grave on the Edge,Darynda Jones,2014
067173783X,The Lion's Lady,Julie Garwood,1988
470581786,Twilight and History,Nancy Reagin,2010
1476740488,One Tiny Lie,K.A. Tucker,2013
174348495X,Kings Rising,C.S. Pacat,2016
425238199,No Place to Run,Maya Banks,2010
399155279,Heat Lightning,John Sandford,2008
451200829,Love and War ,John Jakes,1984
734406940,The Arrival,Shaun Tan,2006
743454162,Turning Angel,Greg Iles,2005
312594445,Redeemed,"P.C. Cast, Kristin Cast",2014
312947062,One Silent Night,Sherrilyn Kenyon,2008
441001866,Martin the Warrior,Brian Jacques,1993
312546602,Retribution,Sherrilyn Kenyon,2011
1594634475,Fates and Furies,Lauren Groff,2015
307279464,A Walk in the Woods,Bill Bryson,1997
312641893,Cinder,Marissa Meyer,2012
439858038,Burning For Revenge,John Marsden,1997
786818697,The Pigeon Finds a Hot Dog!,Mo Willems,2004
802142109,Broken for You,Stephanie Kallos,2004
62081861,Ruthless,Sara Shepard,2011
375725768,Eventide,Kent Haruf,2004
7284977,The Gift,Cecelia Ahern,2008
307596907,The Woman Upstairs,Claire Messud,2013
802123457,The Sympathizer,Viet Thanh Nguyen,2015
1593070950,Hellboy: Wake the Devil,Mike Mignola,1994
055381706X,The Surgeon,Tess Gerritsen,2001
983157227,Pure,Jennifer L. Armentrout,2012
886778441,River of Blue Fire,Tad Williams,1998
786836547,The Golem's Eye,Jonathan Stroud,2004
896214400,The Shawshank Redemption,Stephen King,1982
575082453,Best Served Cold,Joe Abercrombie,2009
195007778,A Sand County Almanac,Aldo Leopold,1949
375500723,The Heart of a Woman,Maya Angelou,1981
684859238,To Have and Have Not ,Ernest Hemingway,1937
7442912,Insurgent,Veronica Roth,2012
312263996,Timbuktu,Paul Auster,1999
145161781X,Who Do You Love,Jennifer Weiner,2015
20248717,Way Station,Clifford D. Simak,1963
039330762X,The Mauritius Command,Patrick O'Brian,1977
670020575,Through Black Spruce,Joseph Boyden,2008
842387439,Fame,Karen Kingsbury,2005
345461665,Judas Unchained,Peter F. Hamilton,2005
1400065674,The Bone Clocks,David Mitchell,2014
425182878,Chosen Prey,John Sandford,2001
805090800,Invisible,Paul Auster,2009
140006208X,Olive Kitteridge,Elizabeth Strout,2008
553275720,Fantastic Voyage,Isaac Asimov,1966
140168125,Big Sur,"Jack Kerouac, Aram Saroyan",1962
553803719,Foundation,Isaac Asimov,1951
1846558913,"In a Dark, Dark Wood ",Ruth Ware,2015
345413997,The Door into Summer,Robert A. Heinlein,1957
1590388127,The Wednesday Letters,Jason F. Wright,2007
1423160924,The Hammer of Thor,Rick Riordan,2016
307595110,The Wolf Gift,Anne Rice,2012
6280897,The Four Loves,C.S. Lewis,1960
385613504,You Against Me,Jenny Downham,2010
316231053,The Fever,Megan Abbott,2014
674017722,A Theory of Justice,John Rawls,1971
60594772,Beaches,Iris Rainer Dart,1985
525950079,World Without End,Ken Follett,2007
515128635,Tripwire,Lee Child,1999
1416954171,Found,Margaret Peterson Haddix,2008
60734086,Fairest,Gail Carson Levine,2006
749311614,The Covenant,James A. Michener,1980
1416505415,Blowback,Brad Thor,2005
394758269,The High Window,Raymond Chandler,1942
385344341,Never Go Back ,Lee Child,2013
375702709,A Lesson Before Dying,Ernest J. Gaines,1993
7331789,Death of Kings,Bernard Cornwell,2011
330411985,Winter in Madrid,C.J. Sansom,2006
312360266,Marked,"P.C. Cast, Kristin Cast",2007
425185508,Picture Perfect,Jodi Picoult,1995
425098605,The Vision,Dean Koontz,1977
8807813025,Novecento,Alessandro Baricco,1994
61988340,Lost in Shangri-la,Mitchell Zuckoff,2011
142640607X,Babbitt,Sinclair Lewis,1922
038551851X,Clapton: The Autobiography,Eric Clapton,2007
1841493155,The High Lord,Trudi Canavan,2002
312422156,Middlesex,Jeffrey Eugenides,2002
048641423X,An Ideal Husband,Oscar Wilde,1893
451450523,The Last Unicorn,Peter S. Beagle,1968
345516109,Juliet,Anne Fortier,2010
778324907,Virgin River,Robyn Carr,2007
1250003326,Of Poseidon,Anna Banks,2012
1416500189,The Good Earth,Pearl S. Buck,1931
61779784,Secondhand Souls,Christopher Moore,2015
1595540547,When Crickets Cry,Charles Martin,2006
62227327,The Ghost Bride,Yangsze Choo,2013
038081093X,Excavation,James Rollins,2000
345503805,The Painted Man,Peter V. Brett,2008
193481332X,Scars,Cheryl Rainfield,2010
312304358,Moloka'i,Alan Brennert,2003
671010123,Final Jeopardy,Linda Fairstein,1996
1416953574,Wake,Lisa McMann,2008
810983915,Dog Days,Jeff Kinney,2009
140184937,Our Man in Havana,Graham Greene,1958
8424133498,Strega Nona,Tomie dePaola,1975
1400064562,Jaws,Peter Benchley,1974
553567152,"Don't Die, My Love",Lurlene McDaniel,1995
068484477X,Stones from the River,Ursula Hegi,1994
20306652,Ball Four,Jim Bouton,1970
439829119,The Dead of the Night,John Marsden,1994
61007226,The Exorcist,William Peter Blatty,1971
307716546,Afterwards,Rosamund Lupton,2011
140130138X,The Center Cannot Hold,Elyn R. Saks,2007
345425502,The Life of Elizabeth I,Alison Weir,1996
385338708,Shopaholic and Baby,Sophie Kinsella,2007
310266289,Leaving,Karen Kingsbury,2011
345498127,Starter for Ten,David Nicholls,2003
61053716,Imajica,Clive Barker,1991
